,class,cap-shape,cap-surface,cap-color,odor,gill-attachment,gill-spacing,gill-color,stalk-shape,stalk-root,stalk-surface-above-ring,stalk-surface-below-ring,stalk-color-below-ring,veil-type,veil-color,ring-number,ring-type,spore-print-color,population
6082,p,f,s,n,s,f,c,b,t,?,k,k,w,p,w,o,e,w,v
6083,p,f,y,n,s,f,c,b,t,?,s,s,w,p,w,o,e,w,v
6084,p,k,y,n,y,f,c,b,t,?,k,s,p,p,w,o,e,w,v
6085,p,f,y,n,s,f,c,b,t,?,k,s,p,p,w,o,e,w,v
6086,p,f,s,n,y,f,c,b,t,?,k,s,p,p,w,o,e,w,v
6087,p,x,s,e,s,f,c,b,t,?,s,s,w,p,w,o,e,w,v
6088,p,f,s,n,y,f,c,b,t,?,s,s,p,p,w,o,e,w,v
6089,p,f,s,n,s,f,c,b,t,?,s,k,w,p,w,o,e,w,v
6090,p,f,s,e,f,f,c,b,t,?,s,k,p,p,w,o,e,w,v
6091,p,f,y,n,y,f,c,b,t,?,s,k,p,p,w,o,e,w,v
6092,p,f,s,n,f,f,c,b,t,?,k,k,p,p,w,o,e,w,v
6093,p,f,y,n,f,f,c,b,t,?,s,k,p,p,w,o,e,w,v
6094,p,f,s,e,y,f,c,b,t,?,s,k,w,p,w,o,e,w,v
6095,p,f,s,e,f,f,c,b,t,?,s,s,p,p,w,o,e,w,v
6096,p,x,y,e,f,f,c,b,t,?,s,k,w,p,w,o,e,w,v
6097,p,f,s,n,y,f,c,b,t,?,s,k,p,p,w,o,e,w,v
6098,p,x,y,e,y,f,c,b,t,?,s,k,p,p,w,o,e,w,v
6099,p,f,y,e,f,f,c,b,t,?,k,s,w,p,w,o,e,w,v
6100,p,x,s,n,f,f,c,b,t,?,s,k,w,p,w,o,e,w,v
6101,p,f,y,n,s,f,c,b,t,?,s,s,w,p,w,o,e,w,v
6102,p,f,y,e,f,f,c,b,t,?,s,s,p,p,w,o,e,w,v
6103,p,x,y,e,s,f,c,b,t,?,k,s,w,p,w,o,e,w,v
6104,p,f,y,n,y,f,c,b,t,?,s,k,w,p,w,o,e,w,v
6105,p,f,y,n,y,f,c,b,t,?,s,k,p,p,w,o,e,w,v
6106,p,x,y,e,s,f,c,b,t,?,s,k,p,p,w,o,e,w,v
6107,p,f,y,n,y,f,c,b,t,?,k,k,p,p,w,o,e,w,v
6108,p,f,s,n,s,f,c,b,t,?,k,s,w,p,w,o,e,w,v
6109,p,x,s,n,f,f,c,b,t,?,s,s,p,p,w,o,e,w,v
6110,p,f,y,e,y,f,c,b,t,?,k,k,p,p,w,o,e,w,v
6111,p,x,y,e,s,f,c,b,t,?,k,k,w,p,w,o,e,w,v
6112,p,x,s,e,f,f,c,b,t,?,k,k,p,p,w,o,e,w,v
6113,p,f,s,e,f,f,c,b,t,?,s,s,w,p,w,o,e,w,v
6114,p,f,y,e,f,f,c,b,t,?,k,s,p,p,w,o,e,w,v
6115,p,x,y,e,s,f,c,b,t,?,s,k,w,p,w,o,e,w,v
6116,p,x,y,e,s,f,c,b,t,?,s,k,w,p,w,o,e,w,v
6117,p,x,s,n,f,f,c,b,t,?,s,s,p,p,w,o,e,w,v
6118,p,x,s,e,f,f,c,b,t,?,s,s,p,p,w,o,e,w,v
6119,p,k,s,e,s,f,c,b,t,?,k,k,w,p,w,o,e,w,v
6120,e,x,s,c,n,f,c,w,e,b,s,s,w,p,w,t,p,w,v
6121,p,x,s,e,y,f,c,b,t,?,s,k,p,p,w,o,e,w,v
6122,p,f,s,n,y,f,c,b,t,?,s,s,p,p,w,o,e,w,v
6123,p,x,s,n,y,f,c,b,t,?,s,k,w,p,w,o,e,w,v
6124,p,f,y,n,s,f,c,b,t,?,s,k,p,p,w,o,e,w,v
6125,p,f,y,e,y,f,c,b,t,?,s,k,w,p,w,o,e,w,v
6126,p,f,s,e,s,f,c,b,t,?,s,s,w,p,w,o,e,w,v
6127,p,x,y,e,f,f,c,b,t,?,k,k,p,p,w,o,e,w,v
6128,p,x,s,e,f,f,c,b,t,?,k,s,w,p,w,o,e,w,v
6129,p,x,s,n,y,f,c,b,t,?,k,k,p,p,w,o,e,w,v
6130,p,x,y,e,f,f,c,b,t,?,k,s,w,p,w,o,e,w,v
6131,p,f,s,e,f,f,c,b,t,?,k,s,p,p,w,o,e,w,v
6132,p,f,s,n,y,f,c,b,t,?,s,k,w,p,w,o,e,w,v
6133,p,f,y,e,y,f,c,b,t,?,k,s,w,p,w,o,e,w,v
6134,p,x,y,e,s,f,c,b,t,?,k,s,p,p,w,o,e,w,v
6135,p,k,s,e,f,f,c,b,t,?,s,s,w,p,w,o,e,w,v
6136,p,f,y,n,s,f,c,b,t,?,s,s,w,p,w,o,e,w,v
6137,p,f,s,n,y,f,c,b,t,?,s,k,w,p,w,o,e,w,v
6138,p,x,s,e,y,f,c,b,t,?,k,k,p,p,w,o,e,w,v
6139,p,f,s,n,f,f,c,b,t,?,s,s,p,p,w,o,e,w,v
6140,p,f,s,e,s,f,c,b,t,?,k,k,p,p,w,o,e,w,v
6141,p,f,y,e,y,f,c,b,t,?,s,s,w,p,w,o,e,w,v
6142,e,b,f,w,n,f,w,g,e,?,s,s,w,p,w,t,p,w,n
6143,p,x,y,e,s,f,c,b,t,?,s,s,p,p,w,o,e,w,v
6144,p,x,y,e,f,f,c,b,t,?,k,k,p,p,w,o,e,w,v
6145,p,f,y,e,s,f,c,b,t,?,k,s,w,p,w,o,e,w,v
6146,p,f,y,e,y,f,c,b,t,?,s,k,p,p,w,o,e,w,v
6147,e,k,f,w,n,f,w,g,e,?,k,s,w,p,w,t,p,w,s
6148,p,x,s,n,s,f,c,b,t,?,k,k,w,p,w,o,e,w,v
6149,p,f,s,n,s,f,c,b,t,?,k,s,p,p,w,o,e,w,v
6150,p,x,s,n,s,f,c,b,t,?,s,s,p,p,w,o,e,w,v
6151,p,f,s,e,f,f,c,b,t,?,k,k,w,p,w,o,e,w,v
6152,p,x,s,n,f,f,c,b,t,?,s,k,p,p,w,o,e,w,v
6153,p,x,s,n,f,f,c,b,t,?,k,k,p,p,w,o,e,w,v
6154,p,x,s,e,s,f,c,b,t,?,k,k,p,p,w,o,e,w,v
6155,p,k,s,n,y,f,c,b,t,?,s,s,p,p,w,o,e,w,v
6156,p,x,y,e,f,f,c,b,t,?,s,s,w,p,w,o,e,w,v
6157,p,x,s,e,f,f,c,b,t,?,s,s,p,p,w,o,e,w,v
6158,p,x,y,e,f,f,c,b,t,?,k,k,w,p,w,o,e,w,v
6159,p,x,s,e,s,f,c,b,t,?,s,s,w,p,w,o,e,w,v
6160,p,x,s,e,f,f,c,b,t,?,s,s,p,p,w,o,e,w,v
6161,p,x,s,e,s,f,c,b,t,?,k,k,p,p,w,o,e,w,v
6162,p,x,s,e,s,f,c,b,t,?,s,s,p,p,w,o,e,w,v
6163,p,f,y,e,s,f,c,b,t,?,s,k,w,p,w,o,e,w,v
6164,p,x,s,n,y,f,c,b,t,?,s,s,w,p,w,o,e,w,v
6165,p,f,s,n,y,f,c,b,t,?,s,s,w,p,w,o,e,w,v
6166,p,x,s,e,f,f,c,b,t,?,k,k,w,p,w,o,e,w,v
6167,p,f,s,e,y,f,c,b,t,?,s,k,w,p,w,o,e,w,v
6168,p,x,s,n,y,f,c,b,t,?,s,k,p,p,w,o,e,w,v
6169,p,f,y,e,y,f,c,b,t,?,s,s,w,p,w,o,e,w,v
6170,p,x,s,n,y,f,c,b,t,?,k,s,p,p,w,o,e,w,v
6171,p,k,s,n,f,f,c,b,t,?,k,k,w,p,w,o,e,w,v
6172,p,f,s,e,f,f,c,b,t,?,s,s,p,p,w,o,e,w,v
6173,p,f,s,e,f,f,c,b,t,?,k,s,p,p,w,o,e,w,v
6174,p,f,y,e,f,f,c,b,t,?,s,s,p,p,w,o,e,w,v
6175,p,k,s,n,f,f,c,b,t,?,s,k,p,p,w,o,e,w,v
6176,p,f,y,n,f,f,c,b,t,?,k,s,w,p,w,o,e,w,v
6177,p,f,s,e,f,f,c,b,t,?,s,s,w,p,w,o,e,w,v
6178,p,x,y,e,s,f,c,b,t,?,k,s,w,p,w,o,e,w,v
6179,p,f,s,e,y,f,c,b,t,?,s,s,w,p,w,o,e,w,v
6180,p,f,y,e,f,f,c,b,t,?,s,s,p,p,w,o,e,w,v
6181,p,f,s,n,s,f,c,b,t,?,k,k,w,p,w,o,e,w,v
6182,p,f,s,n,f,f,c,b,t,?,k,s,w,p,w,o,e,w,v
6183,p,x,y,e,s,f,c,b,t,?,k,k,w,p,w,o,e,w,v
6184,p,x,y,e,s,f,c,b,t,?,k,k,p,p,w,o,e,w,v
6185,p,f,s,e,y,f,c,b,t,?,k,k,p,p,w,o,e,w,v
6186,p,k,y,e,f,f,c,b,t,?,k,k,w,p,w,o,e,w,v
6187,p,f,y,e,s,f,c,b,t,?,k,k,w,p,w,o,e,w,v
6188,p,k,y,n,s,f,c,b,t,?,s,k,p,p,w,o,e,w,v
6189,p,x,s,e,s,f,c,b,t,?,k,s,p,p,w,o,e,w,v
6190,p,x,y,e,s,f,c,b,t,?,s,k,p,p,w,o,e,w,v
6191,p,x,s,n,f,f,c,b,t,?,s,k,w,p,w,o,e,w,v
6192,p,f,y,n,f,f,c,b,t,?,s,s,p,p,w,o,e,w,v
6193,p,x,s,e,f,f,c,b,t,?,k,k,p,p,w,o,e,w,v
6194,e,b,s,g,n,f,w,w,e,?,s,k,w,p,w,t,p,w,n
6195,p,x,y,e,s,f,c,b,t,?,k,k,p,p,w,o,e,w,v
6196,p,x,s,e,s,f,c,b,t,?,k,s,w,p,w,o,e,w,v
6197,p,f,y,e,s,f,c,b,t,?,s,s,p,p,w,o,e,w,v
6198,p,x,s,e,y,f,c,b,t,?,k,s,p,p,w,o,e,w,v
6199,p,f,y,e,y,f,c,b,t,?,s,k,w,p,w,o,e,w,v
6200,p,f,y,e,f,f,c,b,t,?,k,k,p,p,w,o,e,w,v
6201,p,x,s,n,f,f,c,b,t,?,k,k,w,p,w,o,e,w,v
6202,p,f,y,n,f,f,c,b,t,?,k,s,p,p,w,o,e,w,v
6203,e,k,s,w,n,f,w,g,e,?,k,s,w,p,w,t,p,w,s
6204,p,f,y,e,s,f,c,b,t,?,k,k,w,p,w,o,e,w,v
6205,p,x,s,e,f,f,c,b,t,?,s,s,p,p,w,o,e,w,v
6206,p,f,y,n,y,f,c,b,t,?,k,s,p,p,w,o,e,w,v
6207,p,f,y,n,s,f,c,b,t,?,k,k,w,p,w,o,e,w,v
6208,p,x,s,e,y,f,c,b,t,?,k,k,p,p,w,o,e,w,v
6209,p,f,y,e,y,f,c,b,t,?,k,k,w,p,w,o,e,w,v
6210,p,f,y,e,f,f,c,b,t,?,k,k,w,p,w,o,e,w,v
6211,p,f,s,n,y,f,c,b,t,?,s,k,w,p,w,o,e,w,v
6212,p,x,y,e,f,f,c,b,t,?,s,k,w,p,w,o,e,w,v
6213,p,f,y,e,s,f,c,b,t,?,s,k,w,p,w,o,e,w,v
6214,e,b,f,g,n,f,w,p,e,?,k,s,w,p,w,t,p,w,n
6215,p,k,y,e,s,f,c,b,t,?,s,k,w,p,w,o,e,w,v
6216,p,x,y,e,f,f,c,b,t,?,s,s,w,p,w,o,e,w,v
6217,p,k,s,e,f,f,c,b,t,?,s,k,p,p,w,o,e,w,v
6218,p,x,s,n,s,f,c,b,t,?,s,k,p,p,w,o,e,w,v
6219,e,k,s,w,n,f,w,g,e,?,s,k,w,p,w,t,p,w,s
6220,p,f,s,e,s,f,c,b,t,?,s,s,p,p,w,o,e,w,v
6221,p,x,s,n,y,f,c,b,t,?,k,s,p,p,w,o,e,w,v
6222,p,k,s,e,f,f,c,b,t,?,s,k,w,p,w,o,e,w,v
6223,p,k,y,n,s,f,c,b,t,?,k,k,w,p,w,o,e,w,v
6224,p,k,y,e,f,f,c,b,t,?,k,s,p,p,w,o,e,w,v
6225,p,x,s,e,y,f,c,b,t,?,k,s,w,p,w,o,e,w,v
6226,p,f,s,e,s,f,c,b,t,?,s,k,p,p,w,o,e,w,v
6227,p,f,y,e,f,f,c,b,t,?,k,k,p,p,w,o,e,w,v
6228,p,x,y,e,s,f,c,b,t,?,s,k,p,p,w,o,e,w,v
6229,p,f,y,n,y,f,c,b,t,?,s,s,w,p,w,o,e,w,v
6230,p,x,y,e,y,f,c,b,t,?,s,s,w,p,w,o,e,w,v
6231,p,f,y,n,y,f,c,b,t,?,s,s,p,p,w,o,e,w,v
6232,p,x,y,e,y,f,c,b,t,?,s,s,p,p,w,o,e,w,v
6233,p,k,y,n,y,f,c,b,t,?,k,k,p,p,w,o,e,w,v
6234,p,f,s,e,f,f,c,b,t,?,s,k,w,p,w,o,e,w,v
6235,p,x,s,n,f,f,c,b,t,?,k,s,p,p,w,o,e,w,v
6236,p,f,y,n,f,f,c,b,t,?,k,s,p,p,w,o,e,w,v
6237,p,f,s,e,s,f,c,b,t,?,s,k,p,p,w,o,e,w,v
6238,p,x,s,e,y,f,c,b,t,?,k,k,w,p,w,o,e,w,v
6239,p,f,s,n,y,f,c,b,t,?,s,k,p,p,w,o,e,w,v
6240,p,f,y,n,s,f,c,b,t,?,s,k,p,p,w,o,e,w,v
6241,p,x,y,e,f,f,c,b,t,?,s,s,p,p,w,o,e,w,v
6242,p,x,s,e,f,f,c,b,t,?,s,k,p,p,w,o,e,w,v
6243,p,f,y,e,y,f,c,b,t,?,s,s,p,p,w,o,e,w,v
6244,p,f,s,e,y,f,c,b,t,?,k,s,w,p,w,o,e,w,v
6245,p,f,y,e,f,f,c,b,t,?,k,s,p,p,w,o,e,w,v
6246,p,x,s,n,s,f,c,b,t,?,s,s,w,p,w,o,e,w,v
6247,p,f,s,n,s,f,c,b,t,?,s,k,w,p,w,o,e,w,v
6248,p,x,s,n,f,f,c,b,t,?,k,k,w,p,w,o,e,w,v
6249,p,f,y,n,y,f,c,b,t,?,k,k,p,p,w,o,e,w,v
6250,p,k,y,n,s,f,c,b,t,?,k,k,w,p,w,o,e,w,v
6251,p,x,s,e,s,f,c,b,t,?,s,k,w,p,w,o,e,w,v
6252,p,f,y,n,f,f,c,b,t,?,k,s,w,p,w,o,e,w,v
6253,p,x,y,e,s,f,c,b,t,?,s,k,p,p,w,o,e,w,v
6254,p,f,y,e,s,f,c,b,t,?,k,k,w,p,w,o,e,w,v
6255,p,x,y,e,y,f,c,b,t,?,s,k,w,p,w,o,e,w,v
6256,p,f,y,e,y,f,c,b,t,?,k,s,w,p,w,o,e,w,v
6257,p,f,y,e,s,f,c,b,t,?,s,s,p,p,w,o,e,w,v
6258,p,f,s,e,s,f,c,b,t,?,s,k,w,p,w,o,e,w,v
6259,p,k,y,e,y,f,c,b,t,?,k,k,w,p,w,o,e,w,v
6260,p,x,s,e,f,f,c,b,t,?,s,k,p,p,w,o,e,w,v
6261,e,k,s,g,n,f,w,g,e,?,k,s,w,p,w,t,p,w,s
6262,p,x,s,n,y,f,c,b,t,?,k,s,w,p,w,o,e,w,v
6263,p,f,s,e,s,f,c,b,t,?,s,k,w,p,w,o,e,w,v
6264,p,f,s,n,y,f,c,b,t,?,s,k,p,p,w,o,e,w,v
6265,p,f,s,e,s,f,c,b,t,?,k,k,p,p,w,o,e,w,v
6266,p,f,y,n,s,f,c,b,t,?,k,s,p,p,w,o,e,w,v
6267,p,x,s,e,y,f,c,b,t,?,s,s,p,p,w,o,e,w,v
6268,p,x,s,e,s,f,c,b,t,?,s,k,w,p,w,o,e,w,v
6269,p,x,s,e,y,f,c,b,t,?,s,s,p,p,w,o,e,w,v
6270,p,x,s,e,f,f,c,b,t,?,k,s,w,p,w,o,e,w,v
6271,p,f,s,e,s,f,c,b,t,?,s,s,w,p,w,o,e,w,v
6272,p,x,s,e,s,f,c,b,t,?,s,k,p,p,w,o,e,w,v
6273,p,x,s,n,f,f,c,b,t,?,s,k,p,p,w,o,e,w,v
6274,p,f,s,n,s,f,c,b,t,?,s,k,w,p,w,o,e,w,v
6275,p,k,y,n,y,f,c,b,t,?,k,s,w,p,w,o,e,w,v
6276,p,x,y,e,s,f,c,b,t,?,k,s,w,p,w,o,e,w,v
6277,p,x,s,n,f,f,c,b,t,?,k,s,w,p,w,o,e,w,v
6278,p,x,s,e,f,f,c,b,t,?,k,k,w,p,w,o,e,w,v
6279,e,b,s,w,n,f,w,p,e,?,k,k,w,p,w,t,p,w,s
6280,p,f,s,e,s,f,c,b,t,?,k,k,w,p,w,o,e,w,v
6281,p,x,s,e,y,f,c,b,t,?,s,s,w,p,w,o,e,w,v
6282,p,x,y,e,f,f,c,b,t,?,s,k,p,p,w,o,e,w,v
6283,p,f,y,n,f,f,c,b,t,?,s,s,p,p,w,o,e,w,v
6284,p,f,s,e,y,f,c,b,t,?,k,s,p,p,w,o,e,w,v
6285,p,f,y,n,s,f,c,b,t,?,s,k,p,p,w,o,e,w,v
6286,p,f,y,e,f,f,c,b,t,?,k,k,p,p,w,o,e,w,v
6287,p,f,s,n,f,f,c,b,t,?,s,s,w,p,w,o,e,w,v
6288,p,x,y,e,f,f,c,b,t,?,s,s,p,p,w,o,e,w,v
6289,p,f,s,n,s,f,c,b,t,?,k,s,w,p,w,o,e,w,v
6290,p,x,s,n,y,f,c,b,t,?,k,s,w,p,w,o,e,w,v
6291,p,f,s,e,s,f,c,b,t,?,k,s,p,p,w,o,e,w,v
6292,p,x,s,n,s,f,c,b,t,?,s,s,w,p,w,o,e,w,v
6293,p,f,s,e,s,f,c,b,t,?,k,s,w,p,w,o,e,w,v
6294,p,x,y,e,y,f,c,b,t,?,s,s,w,p,w,o,e,w,v
6295,p,f,y,n,f,f,c,b,t,?,s,k,w,p,w,o,e,w,v
6296,p,x,y,e,f,f,c,b,t,?,k,s,p,p,w,o,e,w,v
6297,p,f,s,n,f,f,c,b,t,?,k,k,w,p,w,o,e,w,v
6298,p,f,s,n,y,f,c,b,t,?,k,s,p,p,w,o,e,w,v
6299,p,x,s,n,y,f,c,b,t,?,k,k,w,p,w,o,e,w,v
6300,p,f,s,e,s,f,c,b,t,?,s,s,p,p,w,o,e,w,v
6301,p,k,y,n,y,f,c,b,t,?,k,s,p,p,w,o,e,w,v
6302,p,x,y,e,f,f,c,b,t,?,s,k,p,p,w,o,e,w,v
6303,p,x,y,e,s,f,c,b,t,?,s,k,w,p,w,o,e,w,v
6304,p,k,s,n,s,f,c,b,t,?,k,k,p,p,w,o,e,w,v
6305,p,x,s,e,f,f,c,b,t,?,k,s,p,p,w,o,e,w,v
6306,p,x,s,e,f,f,c,b,t,?,s,s,w,p,w,o,e,w,v
6307,p,f,y,n,f,f,c,b,t,?,s,k,w,p,w,o,e,w,v
6308,p,f,s,e,y,f,c,b,t,?,s,s,w,p,w,o,e,w,v
6309,p,f,s,e,f,f,c,b,t,?,s,s,p,p,w,o,e,w,v
6310,p,f,s,n,f,f,c,b,t,?,k,s,p,p,w,o,e,w,v
6311,p,f,y,e,f,f,c,b,t,?,s,s,w,p,w,o,e,w,v
6312,p,f,y,e,f,f,c,b,t,?,s,k,w,p,w,o,e,w,v
6313,p,k,s,e,s,f,c,b,t,?,k,s,p,p,w,o,e,w,v
6314,p,x,s,n,f,f,c,b,t,?,k,s,p,p,w,o,e,w,v
6315,p,f,y,n,y,f,c,b,t,?,k,s,p,p,w,o,e,w,v
6316,p,f,s,e,f,f,c,b,t,?,k,k,w,p,w,o,e,w,v
6317,p,k,s,n,y,f,c,b,t,?,s,s,w,p,w,o,e,w,v
6318,p,f,y,n,f,f,c,b,t,?,s,s,w,p,w,o,e,w,v
6319,p,x,y,e,y,f,c,b,t,?,s,s,w,p,w,o,e,w,v
6320,p,x,y,e,f,f,c,b,t,?,k,k,p,p,w,o,e,w,v
6321,p,x,s,e,y,f,c,b,t,?,k,s,p,p,w,o,e,w,v
6322,p,f,y,n,f,f,c,b,t,?,k,k,w,p,w,o,e,w,v
6323,p,f,y,n,s,f,c,b,t,?,k,s,w,p,w,o,e,w,v
6324,p,f,y,e,s,f,c,b,t,?,k,s,w,p,w,o,e,w,v
6325,p,k,y,n,y,f,c,b,t,?,k,s,w,p,w,o,e,w,v
6326,p,x,s,n,s,f,c,b,t,?,k,k,p,p,w,o,e,w,v
6327,p,x,s,e,y,f,c,b,t,?,s,s,p,p,w,o,e,w,v
6328,p,x,s,n,f,f,c,b,t,?,s,s,w,p,w,o,e,w,v
6329,p,f,y,e,f,f,c,b,t,?,s,k,p,p,w,o,e,w,v
6330,p,k,y,e,f,f,c,b,t,?,s,k,p,p,w,o,e,w,v
6331,e,x,f,g,n,f,w,w,e,?,s,k,w,p,w,t,p,w,s
6332,p,f,y,e,f,f,c,b,t,?,s,s,w,p,w,o,e,w,v
6333,p,x,s,e,f,f,c,b,t,?,k,s,p,p,w,o,e,w,v
6334,p,x,s,e,s,f,c,b,t,?,k,s,w,p,w,o,e,w,v
6335,p,x,y,e,s,f,c,b,t,?,k,k,w,p,w,o,e,w,v
6336,p,f,y,n,f,f,c,b,t,?,k,k,p,p,w,o,e,w,v
6337,p,f,y,n,y,f,c,b,t,?,s,s,p,p,w,o,e,w,v
6338,p,x,s,n,s,f,c,b,t,?,k,s,p,p,w,o,e,w,v
6339,p,x,s,e,f,f,c,b,t,?,k,k,p,p,w,o,e,w,v
6340,p,f,y,e,f,f,c,b,t,?,s,k,w,p,w,o,e,w,v
6341,p,f,s,n,f,f,c,b,t,?,k,k,p,p,w,o,e,w,v
6342,p,f,y,n,f,f,c,b,t,?,k,s,p,p,w,o,e,w,v
6343,p,f,y,n,y,f,c,b,t,?,k,k,p,p,w,o,e,w,v
6344,p,x,y,e,f,f,c,b,t,?,k,s,p,p,w,o,e,w,v
6345,p,x,s,e,f,f,c,b,t,?,s,k,w,p,w,o,e,w,v
6346,p,f,s,n,f,f,c,b,t,?,s,s,p,p,w,o,e,w,v
6347,p,f,s,n,s,f,c,b,t,?,k,s,p,p,w,o,e,w,v
6348,p,x,s,e,f,f,c,b,t,?,s,k,w,p,w,o,e,w,v
6349,p,f,s,n,f,f,c,b,t,?,k,k,p,p,w,o,e,w,v
6350,p,f,s,n,f,f,c,b,t,?,k,k,p,p,w,o,e,w,v
6351,p,f,y,n,f,f,c,b,t,?,s,s,p,p,w,o,e,w,v
6352,p,x,s,n,s,f,c,b,t,?,k,k,w,p,w,o,e,w,v
6353,p,f,s,n,y,f,c,b,t,?,k,s,p,p,w,o,e,w,v
6354,p,f,s,n,y,f,c,b,t,?,k,k,w,p,w,o,e,w,v
6355,p,x,s,n,y,f,c,b,t,?,s,s,w,p,w,o,e,w,v
6356,p,f,y,n,f,f,c,b,t,?,k,k,p,p,w,o,e,w,v
6357,p,x,s,n,y,f,c,b,t,?,k,s,w,p,w,o,e,w,v
6358,p,x,s,n,y,f,c,b,t,?,s,s,w,p,w,o,e,w,v
6359,p,f,s,n,f,f,c,b,t,?,k,k,p,p,w,o,e,w,v
6360,p,f,y,n,f,f,c,b,t,?,s,s,p,p,w,o,e,w,v
6361,p,x,y,e,y,f,c,b,t,?,s,s,p,p,w,o,e,w,v
6362,p,f,s,e,f,f,c,b,t,?,s,k,p,p,w,o,e,w,v
6363,p,f,y,n,s,f,c,b,t,?,s,k,p,p,w,o,e,w,v
6364,p,f,s,e,y,f,c,b,t,?,s,k,p,p,w,o,e,w,v
6365,p,x,s,n,f,f,c,b,t,?,k,k,w,p,w,o,e,w,v
6366,e,k,f,w,n,f,w,p,e,?,k,k,w,p,w,t,p,w,n
6367,p,x,s,n,f,f,c,b,t,?,s,s,p,p,w,o,e,w,v
6368,p,f,s,n,f,f,c,b,t,?,k,s,p,p,w,o,e,w,v
6369,p,f,y,n,y,f,c,b,t,?,k,k,w,p,w,o,e,w,v
6370,p,f,s,n,f,f,c,b,t,?,k,s,w,p,w,o,e,w,v
6371,p,f,y,n,y,f,c,b,t,?,k,s,w,p,w,o,e,w,v
6372,p,f,y,n,f,f,c,b,t,?,s,s,w,p,w,o,e,w,v
6373,p,f,s,n,f,f,c,b,t,?,s,k,p,p,w,o,e,w,v
6374,p,f,y,e,y,f,c,b,t,?,k,s,w,p,w,o,e,w,v
6375,e,b,s,n,n,a,c,o,e,?,s,s,o,p,o,o,p,o,v
6376,p,f,s,e,f,f,c,b,t,?,k,s,p,p,w,o,e,w,v
6377,p,f,s,e,s,f,c,b,t,?,k,k,p,p,w,o,e,w,v
6378,p,x,s,e,y,f,c,b,t,?,k,k,p,p,w,o,e,w,v
6379,p,f,y,n,s,f,c,b,t,?,s,k,w,p,w,o,e,w,v
6380,p,f,y,e,s,f,c,b,t,?,k,s,p,p,w,o,e,w,v
6381,p,f,s,n,f,f,c,b,t,?,k,s,p,p,w,o,e,w,v
6382,p,f,y,e,s,f,c,b,t,?,k,k,p,p,w,o,e,w,v
6383,p,f,s,n,s,f,c,b,t,?,k,s,p,p,w,o,e,w,v
6384,p,k,y,n,y,f,c,b,t,?,k,s,w,p,w,o,e,w,v
6385,p,f,y,e,f,f,c,b,t,?,k,s,p,p,w,o,e,w,v
6386,p,f,s,e,s,f,c,b,t,?,k,k,p,p,w,o,e,w,v
6387,p,x,y,e,f,f,c,b,t,?,k,s,p,p,w,o,e,w,v
6388,p,f,s,n,y,f,c,b,t,?,k,k,p,p,w,o,e,w,v
6389,p,x,s,e,s,f,c,b,t,?,k,s,w,p,w,o,e,w,v
6390,p,k,y,n,y,f,c,b,t,?,k,k,w,p,w,o,e,w,v
6391,p,x,s,n,s,f,c,b,t,?,k,k,p,p,w,o,e,w,v
6392,p,x,y,e,f,f,c,b,t,?,k,k,p,p,w,o,e,w,v
6393,p,f,y,n,y,f,c,b,t,?,k,s,w,p,w,o,e,w,v
6394,p,f,s,e,y,f,c,b,t,?,s,k,p,p,w,o,e,w,v
6395,p,f,s,n,f,f,c,b,t,?,s,s,w,p,w,o,e,w,v
6396,e,x,s,w,n,f,w,g,e,?,k,s,w,p,w,t,p,w,s
6397,p,f,y,n,y,f,c,b,t,?,s,s,p,p,w,o,e,w,v
6398,p,f,s,n,f,f,c,b,t,?,s,k,p,p,w,o,e,w,v
6399,p,x,y,e,y,f,c,b,t,?,s,s,p,p,w,o,e,w,v
6400,p,f,s,e,s,f,c,b,t,?,s,k,p,p,w,o,e,w,v
6401,p,x,s,n,s,f,c,b,t,?,s,s,p,p,w,o,e,w,v
6402,p,x,y,e,f,f,c,b,t,?,s,k,w,p,w,o,e,w,v
6403,e,k,f,g,n,f,w,g,e,?,k,k,w,p,w,t,p,w,s
6404,p,f,s,e,s,f,c,b,t,?,k,s,p,p,w,o,e,w,v
6405,p,f,y,e,s,f,c,b,t,?,s,k,w,p,w,o,e,w,v
6406,e,b,f,w,n,f,w,w,e,?,s,k,w,p,w,t,p,w,s
6407,p,f,s,n,y,f,c,b,t,?,s,k,w,p,w,o,e,w,v
6408,p,x,y,e,s,f,c,b,t,?,k,s,w,p,w,o,e,w,v
6409,p,x,y,e,f,f,c,b,t,?,s,k,p,p,w,o,e,w,v
6410,p,f,s,n,s,f,c,b,t,?,k,s,w,p,w,o,e,w,v
6411,p,x,s,n,f,f,c,b,t,?,k,k,p,p,w,o,e,w,v
6412,p,f,s,e,s,f,c,b,t,?,k,k,w,p,w,o,e,w,v
6413,p,f,s,e,s,f,c,b,t,?,s,k,p,p,w,o,e,w,v
6414,p,f,s,e,s,f,c,b,t,?,s,s,w,p,w,o,e,w,v
6415,p,x,y,e,m,f,c,w,e,c,k,y,c,p,w,n,n,w,c
6416,p,f,y,n,y,f,c,b,t,?,s,k,p,p,w,o,e,w,v
6417,p,f,y,e,y,f,c,b,t,?,s,s,w,p,w,o,e,w,v
6418,p,x,s,e,s,f,c,b,t,?,k,k,w,p,w,o,e,w,v
6419,p,f,s,e,y,f,c,b,t,?,s,s,w,p,w,o,e,w,v
